Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
228859,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Office Assistant, Bureau of Controller",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,"125 Worth Street, Nyc",Fiscal Management, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/20/2016 0:00,,1/20/2016 0:00,3/22/2016 0:00
228536,DEPARTMENT OF FINANCE,Internal,1,Developer/Business Analyst,COMPUTER ASSOC (SOFTWARE),13631,2,64807,80000,Annual,"1 Centre St., N.Y.",Business Systems & Analytics,"Unless otherwise indicated, all positions require a five-day workweek.","1 Centre St., New York, NY Current location but could be subject to change",,New York City Residency is not required for this position,1/14/2016 0:00,,1/14/2016 0:00,3/22/2016 0:00
228536,DEPARTMENT OF FINANCE,External,1,Developer/Business Analyst,COMPUTER ASSOC (SOFTWARE),13631,2,64807,80000,Annual,"1 Centre St., N.Y.",Business Systems & Analytics,"Unless otherwise indicated, all positions require a five-day workweek.","1 Centre St., New York, NY Current location but could be subject to change",,New York City Residency is not required for this position,1/14/2016 0:00,,1/14/2016 0:00,3/22/2016 0:00
228550,ADMIN FOR CHILDREN'S SVCS,Internal,6,Director of Senior Practice Consultation,ADMINISTRATIVE DIRECTOR OF SOC,10056,M2,58675,95000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228550,ADMIN FOR CHILDREN'S SVCS,External,6,Director of Senior Practice Consultation,ADMINISTRATIVE DIRECTOR OF SOC,10056,M2,58675,95000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228551,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Lead Prevention Outreach Specialist, Bureau of Primary Care Information Project",COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,42-09 28th Street,Primary Care Info Project, ,Citywide - Travel may be required,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228551,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Lead Prevention Outreach Specialist, Bureau of Primary Care Information Project",COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,42-09 28th Street,Primary Care Info Project, ,Citywide - Travel may be required,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228859,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Office Assistant, Bureau of Controller",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,"125 Worth Street, Nyc",Fiscal Management, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/20/2016 0:00,,1/20/2016 0:00,3/22/2016 0:00
228889,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,"Navigation Supervisor, Bureau of Sexually Transmitted Disease Control",SUPERVISING PUBLIC HEALTH ADVI,51193,0,48900,56235,Annual,Not Used,STD Case Invstgn & Partner Srv, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228889,DEPT OF HEALTH/MENTAL HYGIENE,External,4,"Navigation Supervisor, Bureau of Sexually Transmitted Disease Control",SUPERVISING PUBLIC HEALTH ADVI,51193,0,48900,56235,Annual,Not Used,STD Case Invstgn & Partner Srv, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228891,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Catskill Stream Buffer Initiative Coordinator,ASSOCIATE PROJECT MANAGER,22427,1,61237,88686,Annual,"71 Smith Avenue, Kingston, Ny",Watshed Plan Protec/Ashokan,35 Hours per week/Day shift,"71 Smith Avenue, Kingston, NY  Kingston is a City located in Ulster County, New York approximately 90 miles north of New York City.",,New York City Residency is not required for this position.,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228891,DEPT OF ENVIRONMENT PROTECTION,External,1,Catskill Stream Buffer Initiative Coordinator,ASSOCIATE PROJECT MANAGER,22427,1,61237,88686,Annual,"71 Smith Avenue, Kingston, Ny",Watshed Plan Protec/Ashokan,35 Hours per week/Day shift,"71 Smith Avenue, Kingston, NY  Kingston is a City located in Ulster County, New York approximately 90 miles north of New York City.",,New York City Residency is not required for this position.,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228898,OFFICE OF EMERGENCY MANAGEMENT,External,1,Sr. Systems Engineer,EMERGENCY PREPAREDNESS MANAGER,6765,0,90000,120000,Annual,165 Cadman Plaza East,Technology,M â€“ F / 9 â€“ 5,"165 Cadman Plaza East Brooklyn, NY 11201",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
228553,DEPT OF CITYWIDE ADMIN SVCS,Internal,7,Stationary Engineer,STATIONARY ENGINEER,91644,0,394,394,Daily,"350 Marconi Street, Bronx, NY",Asset Mgmt/Mech. Maintenance, , ,,City Residency is not required for this position.,3/14/2016 0:00,4/13/2016 0:00,3/14/2016 0:00,3/22/2016 0:00
228553,DEPT OF CITYWIDE ADMIN SVCS,External,7,Stationary Engineer,STATIONARY ENGINEER,91644,0,394,394,Daily,"350 Marconi Street, Bronx, NY",Asset Mgmt/Mech. Maintenance, , ,,City Residency is not required for this position.,3/14/2016 0:00,4/13/2016 0:00,3/14/2016 0:00,3/22/2016 0:00
228555,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Community Outreach Analyst, District Public Health Bronx/Center for Health Equity",COMMUNITY COORDINATOR,56058,0,48895,60000,Annual,"1826 Arthur Ave., Bronx",District Public Health Bronx, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228555,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Community Outreach Analyst, District Public Health Bronx/Center for Health Equity",COMMUNITY COORDINATOR,56058,0,48895,60000,Annual,"1826 Arthur Ave., Bronx",District Public Health Bronx, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228557,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Payment Analyst, Finance /Bureau of the Controller",ACCOUNTANT,40510,1,45385,61669,Annual,42-09 28th Street,Fiscal Management, ,"42-09 28th Street, Queens, NY 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228898,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,Sr. Systems Engineer,EMERGENCY PREPAREDNESS MANAGER,6765,0,90000,120000,Annual,165 Cadman Plaza East,Technology,M â€“ F / 9 â€“ 5,"165 Cadman Plaza East Brooklyn, NY 11201",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
228900,OFFICE OF THE COMPTROLLER,Internal,2,AUDIT ENGINEER,ADMINISTRATIVE PROJECT MANAGER,83008,M2,58675,90000,Annual,"1 Centre St., N.Y.",EDP Audit -  Inspections, , ,,New York City Residency is not required for this position,1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228900,OFFICE OF THE COMPTROLLER,External,2,AUDIT ENGINEER,ADMINISTRATIVE PROJECT MANAGER,83008,M2,58675,90000,Annual,"1 Centre St., N.Y.",EDP Audit -  Inspections, , ,,New York City Residency is not required for this position,1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228902,DEPT OF HEALTH/MENTAL HYGIENE,External,8,"Adherence Specialist/Nurse Practitioner, Bureau of Sexually Transmitted Disease Control",NURSE PRACTITIONER(DEPT HEALTH,6611,3,65303,100225,Annual,Not Used,STD Medical Services, , ,,New York City Residency is not required for this position,1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228557,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Payment Analyst, Finance /Bureau of the Controller",ACCOUNTANT,40510,1,45385,61669,Annual,42-09 28th Street,Fiscal Management, ,"42-09 28th Street, Queens, NY 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/15/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228560,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"REGIONAL MANAGER, DISEASE CONTROL/BUREAU OF SEXUALLY TRANSMITTED DISEASE CONTROL",HEALTH SERVICES MANAGER,10069,M1,53051,145991,Annual,42-09 28th Street,STD Administration, ,Work Location: 42-09 28 STREET                              (TRAVEL REQUIRED),,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/14/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228560,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"REGIONAL MANAGER, DISEASE CONTROL/BUREAU OF SEXUALLY TRANSMITTED DISEASE CONTROL",HEALTH SERVICES MANAGER,10069,M1,53051,145991,Annual,42-09 28th Street,STD Administration, ,Work Location: 42-09 28 STREET                              (TRAVEL REQUIRED),,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/14/2016 0:00,,1/15/2016 0:00,3/22/2016 0:00
228596,DEPT OF HEALTH/MENTAL HYGIENE,External,3,"Co-Response Coordinator, Bureau of Mental Health",SOCIAL WORKER,52613,0,46163,65635,Annual,42-09 28th Street,Mental Health, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228596,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,"Co-Response Coordinator, Bureau of Mental Health",SOCIAL WORKER,52613,0,46163,65635,Annual,42-09 28th Street,Mental Health, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228902,DEPT OF HEALTH/MENTAL HYGIENE,Internal,8,"Adherence Specialist/Nurse Practitioner, Bureau of Sexually Transmitted Disease Control",NURSE PRACTITIONER(DEPT HEALTH,6611,3,65303,100225,Annual,Not Used,STD Medical Services, , ,,New York City Residency is not required for this position,1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228904,DEPT OF ENVIRONMENT PROTECTION,External,1,Lead Design Engineer - Power,ELECTRICAL ENGINEER,20315,3,81443,110413,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection, , ,,New York City Residency is not required for this position,2/19/2016 0:00,,2/19/2016 0:00,3/22/2016 0:00
228904,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Lead Design Engineer - Power,ELECTRICAL ENGINEER,20315,3,81443,110413,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection, , ,,New York City Residency is not required for this position,2/19/2016 0:00,,2/19/2016 0:00,3/22/2016 0:00
228906,OFFICE OF EMERGENCY MANAGEMENT,External,1,OPERATIONS DESKTOP SUPPORT TECHNICIAN,EMERGENCY PREPAREDNESS SPECIAL,6766,1,50000,60000,Annual,165 Cadman Plaza East,Technology,M â€“ F / 9 â€“ 5,"165 Cadman Plaza East Brooklyn, NY 11201",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,3/4/2016 0:00,3/22/2016 0:00
228906,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,OPERATIONS DESKTOP SUPPORT TECHNICIAN,EMERGENCY PREPAREDNESS SPECIAL,6766,1,50000,60000,Annual,165 Cadman Plaza East,Technology,M â€“ F / 9 â€“ 5,"165 Cadman Plaza East Brooklyn, NY 11201",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,3/4/2016 0:00,3/22/2016 0:00
228597,ADMIN FOR CHILDREN'S SVCS,Internal,1,Director of Implementation and Support for Title IV-E Waiver Implementation,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,90000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228597,ADMIN FOR CHILDREN'S SVCS,External,1,Director of Implementation and Support for Title IV-E Waiver Implementation,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,90000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228633,ADMIN FOR CHILDREN'S SVCS,Internal,1,Executive Director of Technical Assistance and Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M2,58675,95000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
228633,ADMIN FOR CHILDREN'S SVCS,External,1,Executive Director of Technical Assistance and Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M2,58675,95000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
228636,ADMIN FOR CHILDREN'S SVCS,External,1,Associate Commissioner for Strategic Program Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M5,110000,165000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
228636,ADMIN FOR CHILDREN'S SVCS,Internal,1,Associate Commissioner for Strategic Program Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M5,110000,165000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
228918,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Land Use Permit Administrator,CITY PLANNER,22122,2,58934,86756,Annual,"465 Columbus Ave. Valhalla, Ny",Watshed Plan Protec/Valhall,35 Hours per week/Day shift,"465 Columbus Ave. Valhalla, NY  Valhalla is a hamlet in the Town of Mt. Pleasant, NY, Westchester County, approximately 30 miles from mid-town Manhattan.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.  New York City residency is not required for this position.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228918,DEPT OF ENVIRONMENT PROTECTION,External,1,Land Use Permit Administrator,CITY PLANNER,22122,2,58934,86756,Annual,"465 Columbus Ave. Valhalla, Ny",Watshed Plan Protec/Valhall,35 Hours per week/Day shift,"465 Columbus Ave. Valhalla, NY  Valhalla is a hamlet in the Town of Mt. Pleasant, NY, Westchester County, approximately 30 miles from mid-town Manhattan.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.  New York City residency is not required for this position.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228921,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Public Health Assistant, Bureau of Sexually Transmitted Disease Control",PUBLIC HEALTH ASSISTANT,81805,0,28955,43417,Annual,Not Used,STD Administration, ,NYC DOHMH STD Clinics,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228921,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Public Health Assistant, Bureau of Sexually Transmitted Disease Control",PUBLIC HEALTH ASSISTANT,81805,0,28955,43417,Annual,Not Used,STD Administration, ,NYC DOHMH STD Clinics,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228927,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Clinic Manager, Bureau of Sexually Transmitted Disease Control",ASSOCIATE STAFF ANALYST,12627,0,62260,92704,Annual,42-09 28th Street,STD Administration, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/20/2016 0:00,3/22/2016 0:00
228927,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Clinic Manager, Bureau of Sexually Transmitted Disease Control",ASSOCIATE STAFF ANALYST,12627,0,62260,92704,Annual,42-09 28th Street,STD Administration, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/20/2016 0:00,3/22/2016 0:00
228641,ADMIN FOR CHILDREN'S SVCS,External,4,Director of Technincal Assistance and Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,90000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228641,ADMIN FOR CHILDREN'S SVCS,Internal,4,Director of Technincal Assistance and Support,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,90000,Annual,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps, , ,,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
228644,DEPT OF HEALTH/MENTAL HYGIENE,External,1,HR Research & Recruitment Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,421 East 26th Street NY NY,OCME-Admin, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228644,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,HR Research & Recruitment Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,421 East 26th Street NY NY,OCME-Admin, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228689,DEPT OF INFO TECH & TELECOMM,External,1,"Associate Commissioner, IT Security",COMPUTER SYSTEMS MANAGER,10050,M5,80379,175000,Annual,"2 Metro Tech 4Th Flr, Rm 418",IT Security,"Day - Due to the necessary technical management duties of this position in a 24/7 operation, candidate may be required to be on call and/or work all shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
228933,DEPT OF DESIGN & CONSTRUCTION,Internal,4,Deputy Program Director,ADM ENGINEER (NON MGRL),1001A,0,48535,132061,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position.,2/5/2016 0:00,,2/5/2016 0:00,3/22/2016 0:00
228933,DEPT OF DESIGN & CONSTRUCTION,External,4,Deputy Program Director,ADM ENGINEER (NON MGRL),1001A,0,48535,132061,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position.,2/5/2016 0:00,,2/5/2016 0:00,3/22/2016 0:00
228936,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Special Assistant for Chief of Staff, Commissioner's Office",CITY RESEARCH SCIENTIST,21744,1,57969,63765,Annual,42-09 28th Street,Commissioners Office, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
228936,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant for Chief of Staff, Commissioner's Office",CITY RESEARCH SCIENTIST,21744,1,57969,63765,Annual,42-09 28th Street,Commissioners Office, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/19/2016 0:00,,1/19/2016 0:00,3/22/2016 0:00
229507,DEPT OF HEALTH/MENTAL HYGIENE,External,7,"Public Health Assistant,  Bureau of School Health",PUBLIC HEALTH ASSISTANT (SCHOO,81815,0,16,24,Hourly,Not Used,SH Nursing Services & Prof Dev, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229507,DEPT OF HEALTH/MENTAL HYGIENE,Internal,7,"Public Health Assistant,  Bureau of School Health",PUBLIC HEALTH ASSISTANT (SCHOO,81815,0,16,24,Hourly,Not Used,SH Nursing Services & Prof Dev, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229519,DEPT OF HEALTH/MENTAL HYGIENE,External,10,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229519,DEPT OF HEALTH/MENTAL HYGIENE,Internal,10,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
